feature,missing_train,nunique_train,variance_train,excluded_reason,candidate_keep,used_in_primary_encoder
parity,0.0,13,1.8635341231003013,,True,False
parmarr,0.0,4,3.5425941192477803,,True,False
partdur1,0.14113501483679525,351,20148.61115738362,,True,True
partdur1_i,0.0,2,0.01838172299451016,,True,False
partdur2,0.873578140454995,192,46653.86963478294,,True,False
partdur2_i,0.0,2,0.004125038028364955,,True,False
partdur3,0.9522131552917903,114,45050.628699166824,,False,False
partdur3_i,0.0,3,0.003514015841202721,,True,False
parts1yr,0.14113501483679525,8,0.8212047368156971,,True,False
parts1yr_i,0.0,2,0.0006795993683087277,,True,False
partum12,0.9245796241345203,2,1.9014349305396787,,True,False
pid,0.0,4,0.6124300660279428,,True,False
pidsympt,0.9605588526211671,3,1.615566699310542,,False,False
pidtx,0.9618570722057369,16,94.88998926519187,,False,False
pill,0.0,3,3.4986833204151537,,True,False
pill_12,0.12067260138476756,2,2.8273999234592617,,True,False
plchiv,0.37537091988130566,21,35.01610263063212,,True,False
poverty,0.0,308,26037.390957886742,,True,True
poverty_i,0.0,3,0.08478623854753813,,True,False
preg_agecon_max,0.38748763600395647,385,1693079.1886553424,,True,True
preg_agecon_mean,0.38748763600395647,2952,1358154.6541546402,,True,True
preg_agecon_min,0.38748763600395647,364,1140554.929760336,,True,True
preg_agepreg_max,0.4000989119683482,381,1745886.633571526,,True,True
preg_agepreg_mean,0.4000989119683482,2974,1405564.1850340099,,True,True
preg_agepreg_min,0.4000989119683482,364,1183862.3586634758,,True,True
preg_bfeedwks_max,0.48615232443125617,68,227445.0843033005,,True,True
preg_bfeedwks_mean,0.48615232443125617,715,180778.036507934,,True,True
preg_bfeedwks_min,0.48615232443125617,63,192730.06616038972,,True,True
preg_evuseint_code_1_n,0.38748763600395647,13,1.6786931543695485,,True,False
preg_evuseint_code_5_n,0.38748763600395647,12,1.1265636283402538,,True,False
preg_evuseint_code_8_n,0.38748763600395647,8,0.027221508841266985,,True,False
preg_evuseint_code_9_n,0.38748763600395647,3,0.002819397628465521,,True,False
preg_kidage_max,0.4561078140454995,349,7374.92958105616,,True,True
preg_kidage_mean,0.4561078140454995,1348,5080.7122245060855,,True,True
preg_kidage_min,0.4561078140454995,312,3934.3003753449498,,True,True
preg_lbw1_code_1_n,0.38748763600395647,7,0.2511530324468098,endpoint_direct,False,False
preg_lbw1_code_2_n,0.38748763600395647,13,1.4873744475214161,endpoint_direct,False,False
preg_n_records,0.0,18,3.353282791916431,,True,False
preg_newwantr_code_1_n,0.38748763600395647,9,0.23423038130267523,endpoint_direct,False,False
preg_newwantr_code_2_n,0.38748763600395647,14,1.5851829258775973,endpoint_direct,False,False
preg_newwantr_code_3_n,0.38748763600395647,7,0.24473240009765418,endpoint_direct,False,False
preg_newwantr_code_4_n,0.38748763600395647,10,0.7139632636812628,endpoint_direct,False,False
preg_newwantr_code_5_n,0.38748763600395647,6,0.034852305692027505,endpoint_direct,False,False
preg_newwantr_code_6_n,0.38748763600395647,13,1.0603654255060557,endpoint_direct,False,False
preg_newwantr_code_7_n,0.38748763600395647,4,0.01362167552668562,endpoint_direct,False,False
preg_outcome_code_1_n,0.38748763600395647,13,1.5571324724866573,endpoint_direct,False,False
preg_outcome_code_2_n,0.38748763600395647,9,0.43562336022954545,endpoint_direct,False,False
preg_outcome_code_3_n,0.38748763600395647,4,0.027414013710633643,endpoint_direct,False,False
preg_outcome_code_4_n,0.38748763600395647,13,0.729227149592543,endpoint_direct,False,False
preg_outcome_code_5_n,0.38748763600395647,5,0.04026196147384239,endpoint_direct,False,False
preg_outcome_code_6_n,0.38748763600395647,2,0.06453667676203387,endpoint_direct,False,False
preg_postsmks_code_1_n,0.38748763600395647,8,0.18908854975413456,,True,False
preg_postsmks_code_5_n,0.38748763600395647,10,0.8219733794779948,,True,False
preg_pregordr_max,0.38748763600395647,17,2.6749849906104974,,True,False
preg_pregordr_mean,0.38748763600395647,17,0.6687462476526244,,True,False
preg_pregordr_min,0.38748763600395647,1,0.0,,False,False
preg_priorsmk_code_0_n,0.38748763600395647,10,0.7626043724604097,,True,False
preg_priorsmk_code_1_n,0.38748763600395647,4,0.022968176100716067,,True,False
preg_priorsmk_code_2_n,0.38748763600395647,6,0.0609214646556129,,True,False
preg_priorsmk_code_3_n,0.38748763600395647,5,0.11925627756789738,,True,False
preg_priorsmk_code_4_n,0.38748763600395647,8,0.09074529376736146,,True,False
preg_priorsmk_code_5_n,0.38748763600395647,5,0.010854275403154869,,True,False
preg_priorsmk_code_6_n,0.38748763600395647,4,0.003426048769503088,,True,False
preg_stopduse_code_1_n,0.38748763600395647,10,0.986323668005059,,True,False
preg_stopduse_code_5_n,0.38748763600395647,12,1.089926170063056,,True,False
preg_stopduse_code_9_n,0.38748763600395647,3,0.0024175987266968355,,True,False
preg_timingok_code_1_n,0.38748763600395647,10,0.8991814834765907,endpoint_direct,False,False
preg_timingok_code_2_n,0.38748763600395647,14,1.5850385166627754,endpoint_direct,False,False
preg_timingok_code_3_n,0.38748763600395647,9,0.23221470372893424,endpoint_direct,False,False
preg_timingok_code_4_n,0.38748763600395647,5,0.03004081478134214,endpoint_direct,False,False
preg_timingok_code_9_n,0.38748763600395647,3,0.0023170980632600175,endpoint_direct,False,False
preg_wantbold_code_1_n,0.38748763600395647,13,1.330476418173878,endpoint_direct,False,False
preg_wantbold_code_5_n,0.38748763600395647,13,1.031836236466233,endpoint_direct,False,False
preg_wantbold_code_6_n,0.38748763600395647,5,0.07108988033605548,endpoint_direct,False,False
preg_wantpart_code_1_n,0.38748763600395647,9,0.21981794434710306,endpoint_direct,False,False
preg_wantpart_code_2_n,0.38748763600395647,14,1.8099543762644597,endpoint_direct,False,False
preg_wantpart_code_3_n,0.38748763600395647,8,0.5517383527932094,endpoint_direct,False,False
preg_wantpart_code_4_n,0.38748763600395647,6,0.045594099815404784,endpoint_direct,False,False
preg_wantpart_code_5_n,0.38748763600395647,11,0.8690494896848321,endpoint_direct,False,False
preg_wantpart_code_6_n,0.38748763600395647,9,0.24593662522908344,endpoint_direct,False,False
preg_wantresp_code_1_n,0.38748763600395647,9,0.23423038130267523,endpoint_direct,False,False
preg_wantresp_code_2_n,0.38748763600395647,14,1.5851829258775973,endpoint_direct,False,False
preg_wantresp_code_3_n,0.38748763600395647,10,0.9050710159183677,endpoint_direct,False,False
preg_wantresp_code_4_n,0.38748763600395647,6,0.034852305692027505,endpoint_direct,False,False
preg_wantresp_code_5_n,0.38748763600395647,13,1.0603654255060557,endpoint_direct,False,False
preg_wantresp_code_6_n,0.38748763600395647,4,0.01362167552668562,endpoint_direct,False,False
preghiv,0.8962042532146389,4,4.835224582428527,,True,False
pregnono,0.14026953511374876,4,0.5037046085691115,,True,False
pregnum,0.0,18,3.353282791916431,,True,False
pregnum_i,0.0,2,0.004693090074099893,,True,False
prevhusb,0.0,6,0.22604981983345487,,True,False
ptsb4mar,0.5746167161226509,45,17389.29504850735,,True,True
reasiud01,0.9588897131552918,13,13.77266056708035,,False,False
reasiud02,0.9893669634025717,12,12.834489324085409,,False,False
reasiud03,0.9972799208704253,10,12.835095137420717,,False,False
reasiud04,0.9991963402571711,6,15.025641025641027,,False,False
reasiud05,0.9998145400593472,3,37.333333333333336,,False,False
reaspill01,0.761931256181998,16,13.646684180529933,,True,False
reaspill02,0.9362636003956478,15,15.453881140941494,,True,False
reaspill03,0.9804648862512364,14,14.520554550934298,,False,False
reaspill04,0.9944980217606331,13,14.390960163432077,,False,False
reaspill05,0.9982072205736894,10,10.194581280788176,,False,False
reaspill06,0.9995672601384767,4,16.333333333333332,,False,False
relatp1,0.23516320474777447,8,1.9231956363221634,,True,False
relatp1_i,0.0,2,0.002036023371965566,,True,False
relatp2,0.8736399604352126,8,1.4772652166291658,,True,False
relatp2_i,0.0,2,0.0009264970945564782,,True,False
relatp3,0.9525222551928784,8,1.4672272245762712,,False,False
relatp3_i,0.0,2,0.0012966143671544997,,True,False
religion,0.0,4,0.8375142023521787,,True,False
religion_i,0.0,2,0.0030201898131374046,,True,False
rhadsex,0.0,2,1.9395746632483175,,True,False
rmarital,0.0,6,5.12905079672291,,True,False
rscrage,0.0,36,70.16803388002452,,True,True
rscrhisp,0.0006800197823936696,3,2.834811661753755,,True,False
rscrrace,0.0006800197823936696,7,1.7657344801617016,,True,False
samesex1,0.8095944609297725,47,205.7222448467414,,True,False
samesexany,0.004574678536102868,3,2.466131094232037,,True,False
sedhiv,0.6506552917903067,4,2.084469848707175,,True,False
sedhivg,0.7030786350148368,15,22.32451630475643,,True,False
sedhivsx,0.9746538081107814,4,0.5917824557218676,,False,False
sex1mthd1,0.14113501483679525,23,1844.1699274693929,,True,True
sex1mthd1_i,0.0,3,0.0077710715361319176,,True,False
sex1mthd2,0.6173343224530168,20,1921.2391530024477,,True,False
sex1mthd2_i,0.0004327398615232443,3,0.0027159013670211307,,True,False
sex1mthd3,0.7376978239366964,17,166.61421240942312,,True,False
sex1mthd3_i,0.0004945598417408506,3,0.002469217644741962,,True,False
sex1mthd4,0.7427052423343224,10,19.60608409176028,,True,False
sex1mthd4_i,0.0004945598417408506,3,0.002469217644741962,,True,False
sex3mo,0.14113501483679525,2,0.17195623023888995,,True,False
sexafmen,0.9978363006923838,2,2.339495798319328,,False,False
sexmar,0.14113501483679525,374,9559.324824769807,,True,True
sexonce,0.14113501483679525,2,0.014678648497528177,,True,False
sexonce_i,0.0,3,0.00030908461330312475,,True,False
sexp3mo,0.14113501483679525,2,0.1522225136879208,,True,False
sexp3mo_i,0.0,2,0.002282248435677409,,True,False
sexunion,0.14113501483679525,330,21809.574519223046,,True,True
smk100,0.0,5,3.3811373156484237,,True,False
sterop12,0.0,3,0.23735042813441637,,True,False
usefrsts,0.7937067260138477,4,1.2809553376178289,,True,False
usefstp,0.40677546983184965,4,2.2876830410273867,,True,False
usefstp2,0.8905786350148368,4,2.1097255623369198,,True,False
usefstp3,0.9587660731948566,3,1.9707623665644656,,False,False
usefstsx,0.14917161226508407,4,27.67880468625755,,True,False
uselstp,0.23782146389713155,4,2.7058141620062,,True,False
uselstp2,0.8751236399604352,4,1.8784760125343887,,True,False
uselstp3,0.9535731948565777,2,1.9114212161562358,,False,False
vagsex,0.735719584569733,5,4.212671751129501,,True,False
willmarr,0.8670870425321464,5,1.5990312422219095,,True,False
wnfstuse_m,0.5315281899109793,18,645.9567268608487,,True,False
wnfstuse_y,0.5315281899109793,44,1739665.4908698602,,True,True
wynotuse,0.9067754698318496,4,4.09166242768055,,True,False
ynosex,0.8599777448071216,8,3.332710083541994,,True,False
yusepill1,0.848293768545994,9,6.437019221344987,,True,False
yusepill2,0.9132665677546983,8,4.175328392490923,,True,False
yusepill3,0.9530168150346192,8,3.2924467790028427,,False,False
yusepill4,0.9817631058358062,8,2.5453245705061684,,False,False
yusepill5,0.99561078140455,6,2.2084507042253523,,False,False
yusepill6,0.9994436201780416,4,1.3611111111111112,,False,False
